,Ranking,Country,Regional indicator,Happiness score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,File
107,27,Panama,Latin America and Caribbean,"6,43","6,74448","0,67445",70.0,"0,82386","0,20836","0,13806",data/raw/world_happiness_2018.csv
108,64,Paraguay,Latin America and Caribbean,"5,6806","5,06096","0,5061",66.0,"0,74611","0,27112","0,16204",data/raw/world_happiness_2018.csv
109,65,Peru,Latin America and Caribbean,"5,6632","5,66092","0,56609",68.0,"0,73153","0,15321","0,07477",data/raw/world_happiness_2018.csv
110,71,Philippines,Southeast Asia,"5,5241","4,70173","0,47017",64.0,"0,88732","0,20069","0,23016",data/raw/world_happiness_2018.csv
111,42,Poland,Central and Eastern Europe,"6,123","7,12858","0,71286",70.0,"0,75327","0,18002","0,13975",data/raw/world_happiness_2018.csv
112,77,Portugal,Western Europe,"5,4104","7,20119","0,72012",72.0,"0,77578","0,09189","0,03637",data/raw/world_happiness_2018.csv
113,32,Qatar,Middle East and North Africa,"6,3745",10,1,69.0,"0,90279","0,42923","0,37321",data/raw/world_happiness_2018.csv
114,52,Romania,Central and Eastern Europe,"5,9452","6,76524","0,67652",69.0,"0,72814","0,14652","0,00151",data/raw/world_happiness_2018.csv
115,59,Russia,Commonwealth of Independent States,"5,8097","6,98035","0,69803",66.0,"0,55114","0,10887","0,05552",data/raw/world_happiness_2018.csv
116,151,Rwanda,Sub-Saharan Africa,"3,4081","2,01526","0,20153",62.0,"0,87775","0,3342","0,97269",data/raw/world_happiness_2018.csv
117,33,Saudi Arabia,Middle East and North Africa,"6,3709","8,36094","0,83609",67.0,"0,70251","0,16457","0,27756",data/raw/world_happiness_2018.csv
118,109,Senegal,Sub-Saharan Africa,"4,6311","2,60092","0,26009",62.0,"0,55978","0,23093","0,17972",data/raw/world_happiness_2018.csv
119,78,Serbia,Central and Eastern Europe,"5,3982","5,91065","0,59107",68.0,"0,39734","0,22387","0,09388",data/raw/world_happiness_2018.csv
120,113,Sierra Leone,Sub-Saharan Africa,"4,5706","1,55335","0,15534",53.0,"0,49026","0,39865","0,11603",data/raw/world_happiness_2018.csv
121,34,Singapore,Southeast Asia,"6,3432","9,27376","0,92738",75.0,"0,87145","0,43746",1,data/raw/world_happiness_2018.csv
122,39,Slovakia,Central and Eastern Europe,"6,1734","7,33687","0,73369",70.0,"0,48797","0,1968","0,03024",data/raw/world_happiness_2018.csv
123,51,Slovenia,Central and Eastern Europe,"5,9476","7,39238","0,73924",72.0,"0,87363","0,26741","0,1115",data/raw/world_happiness_2018.csv
124,98,Somalia,Sub-Saharan Africa,"4,9815",0,0,55.0,"0,9298","0,39825","0,61731",data/raw/world_happiness_2018.csv
125,105,South Africa,Sub-Saharan Africa,"4,724","5,69972","0,56997",60.0,"0,71291","0,17297","0,12199",data/raw/world_happiness_2018.csv
126,57,South Korea,East Asia,"5,8749","7,67899","0,7679",74.0,"0,33706","0,29205","0,11256",data/raw/world_happiness_2018.csv
127,154,South Sudan,Sub-Saharan Africa,"3,2542","2,04584","0,20458",57.0,"0,15405","0,37473","0,23125",data/raw/world_happiness_2018.csv
128,36,Spain,Western Europe,"6,3099","7,58504","0,7585",74.0,"0,61954","0,23689","0,16155",data/raw/world_happiness_2018.csv
129,116,Sri Lanka,South Asia,"4,4706","5,56592","0,55659",68.0,"0,80765","0,51444","0,10982",data/raw/world_happiness_2018.csv
130,137,Sudan,Middle East and North Africa,"4,1387","3,66889","0,36689",60.0,"0,02241","0,22408","0,1789",data/raw/world_happiness_2018.csv
131,9,Sweden,Western Europe,"7,3145","8,2195","0,82195",73.0,"0,91018","0,47638","0,83859",data/raw/world_happiness_2018.csv
132,5,Switzerland,Western Europe,"7,4873","8,60934","0,86093",73.0,"0,9107","0,42761","0,78053",data/raw/world_happiness_2018.csv
133,150,Syria,Middle East and North Africa,"3,4619","4,17681","0,41768",65.0,"0,12185","0,62906","0,31581",data/raw/world_happiness_2018.csv
134,26,Taiwan,East Asia,"6,4406","8,27779","0,82778",72.0,"0,57636","0,25205","0,17038",data/raw/world_happiness_2018.csv
135,80,Tajikistan,Commonwealth of Independent States,"5,3525","2,87522","0,28752",66.0,"0,69498","0,35825","0,2966",data/raw/world_happiness_2018.csv
136,153,Tanzania,Sub-Saharan Africa,"3,3035","2,75833","0,27583",61.0,"0,66382","0,45189","0,2127",data/raw/world_happiness_2018.csv
137,46,Thailand,Southeast Asia,"6,0723","6,16091","0,61609",69.0,"0,87972","0,60841","0,06378",data/raw/world_happiness_2018.csv
138,139,Togo,Sub-Saharan Africa,"3,9985","1,57278","0,15728",58.0,"0,59922","0,26475","0,22031",data/raw/world_happiness_2018.csv
139,38,Trinidad & Tobago,Latin America and Caribbean,"6,1919","7,41459","0,74146",65.0,"0,79379","0,28628","0,04081",data/raw/world_happiness_2018.csv
140,111,Tunisia,Middle East and North Africa,"4,5924","5,4561","0,54561",68.0,"0,37338","0,06729","0,1373",data/raw/world_happiness_2018.csv
141,74,Turkey,Middle East and North Africa,"5,4825","6,96361","0,69636",68.0,"0,4476","0,17672","0,23805",data/raw/world_happiness_2018.csv
142,68,Turkmenistan,Commonwealth of Independent States,"5,6362","6,1586","0,61586",64.0,"0,57504","0,33316","0,08165",data/raw/world_happiness_2018.csv
143,135,Uganda,Sub-Saharan Africa,"4,1608","1,95126","0,19513",58.0,"0,62074","0,43413","0,13262",data/raw/world_happiness_2018.csv
144,138,Ukraine,Commonwealth of Independent States,"4,1029","4,80881","0,48088",66.0,"0,2244","0,31287","0,02504",data/raw/world_happiness_2018.csv
145,20,United Arab Emirates,Middle East and North Africa,"6,7741","8,89677","0,88968",70.0,"0,92458","0,47512","0,40621",data/raw/world_happiness_2018.csv
146,19,United Kingdom,Western Europe,"6,8143","7,89125","0,78913",72.0,"0,73525","0,59295","0,59538",data/raw/world_happiness_2018.csv
147,18,United States,North America and ANZ,"6,886","8,47785","0,84778",71.0,"0,75547","0,48629","0,292",data/raw/world_happiness_2018.csv
148,31,Uruguay,Latin America and Caribbean,"6,3788","6,626","0,6626",70.0,"0,86249","0,21691","0,33992",data/raw/world_happiness_2018.csv
149,44,Uzbekistan,Commonwealth of Independent States,"6,0961","4,35917","0,43592",66.0,1,"0,54854","0,56622",data/raw/world_happiness_2018.csv
150,102,Venezuela,Latin America and Caribbean,"4,8056","6,03779","0,60378",67.0,"0,18372","0,09425","0,11299",data/raw/world_happiness_2018.csv
151,95,Vietnam,Southeast Asia,"5,1032","4,33358","0,43336",68.0,"0,85336","0,29628","0,17397",data/raw/world_happiness_2018.csv
152,152,Yemen,Middle East and North Africa,"3,3549","2,67746","0,26775",60.0,"0,33662","0,13905","0,14037",data/raw/world_happiness_2018.csv
153,125,Zambia,Sub-Saharan Africa,"4,3771","3,41039","0,34104",59.0,"0,69374","0,37046","0,17933",data/raw/world_happiness_2018.csv
154,144,Zimbabwe,Sub-Saharan Africa,"3,6923","2,16659","0,21666",58.0,"0,56038","0,22083","0,21651",data/raw/world_happiness_2018.csv
0,1,Finland,Western Europe,"7,7689","7,95824","0,9776",76.0,"0,944","0,26989","0,86796",data/raw/world_happiness_2019.csv
1,2,Denmark,Western Europe,"7,6001","8,21474","0,96855",76.0,"0,93839","0,44593","0,90675",data/raw/world_happiness_2019.csv
2,3,Norway,Western Europe,"7,5539","8,83423","0,97407",77.0,"0,95605","0,47948","0,75302",data/raw/world_happiness_2019.csv
3,4,Iceland,Western Europe,"7,4936","8,19529",1,77.0,"0,93609","0,62627","0,26062",data/raw/world_happiness_2019.csv
4,5,Netherlands,Western Europe,"7,4876","8,28945","0,93733",76.0,"0,8825","0,56986","0,65824",data/raw/world_happiness_2019.csv
5,6,Switzerland,Western Europe,"7,4802","8,6233","0,94003",77.0,"0,90538","0,46563","0,75685",data/raw/world_happiness_2019.csv
6,7,Sweden,Western Europe,"7,3433","8,23337","0,91603",76.0,"0,90998","0,47192","0,82442",data/raw/world_happiness_2019.csv
7,8,New Zealand,North America and ANZ,"7,3075","7,73464","0,95909",77.0,"0,92697","0,58294","0,84005",data/raw/world_happiness_2019.csv
8,9,Canada,North America and ANZ,"7,2781","8,10463","0,92676",77.0,"0,92508","0,50373","0,68047",data/raw/world_happiness_2019.csv
9,10,Austria,Western Europe,"7,246","8,16785","0,90858",76.0,"0,8429","0,43046","0,49973",data/raw/world_happiness_2019.csv
10,11,Australia,North America and ANZ,"7,228","8,14412","0,95338",77.0,"0,88265","0,58596","0,64054",data/raw/world_happiness_2019.csv
11,12,Costa Rica,Latin America and Caribbean,"7,1674","6,14128","0,88758",76.0,"0,88402","0,2552","0,20648",data/raw/world_happiness_2019.csv
12,13,Israel,Middle East and North Africa,"7,1387","7,57582","0,89591",77.0,"0,58706","0,46211","0,18141",data/raw/world_happiness_2019.csv
13,14,Luxembourg,Western Europe,"7,0903","9,55268","0,91079",76.0,"0,83353","0,34339","0,69738",data/raw/world_happiness_2019.csv
14,15,United Kingdom,Western Europe,"7,0537","7,91495","0,94699",76.0,"0,71212","0,61547","0,61322",data/raw/world_happiness_2019.csv
15,16,Ireland,Western Europe,"7,0211","8,90223","0,95665",76.0,"0,81683","0,52711","0,68534",data/raw/world_happiness_2019.csv
16,17,Germany,Western Europe,"6,985","8,15021","0,8955",76.0,"0,7846","0,46211","0,58535",data/raw/world_happiness_2019.csv
17,18,Belgium,Western Europe,"6,923","8,04987","0,9265",76.0,"0,74861","0,28242","0,46316",data/raw/world_happiness_2019.csv
18,19,United States,North America and ANZ,"6,8923","8,50777","0,89757",74.0,"0,71946","0,49468","0,28217",data/raw/world_happiness_2019.csv
19,20,Czech Republic,Central and Eastern Europe,"6,8521","7,53554","0,9161",75.0,"0,72377","0,08142","0,08061",data/raw/world_happiness_2019.csv
20,21,United Arab Emirates,Middle East and North Africa,"6,8245","8,92248","0,80668",73.0,"0,94804","0,46355","0,40133",data/raw/world_happiness_2019.csv
21,22,Malta,Western Europe,"6,7256","7,71893","0,93597",76.0,"0,89394","0,66334","0,33295",data/raw/world_happiness_2019.csv
22,23,Mexico,Latin America and Caribbean,"6,5945","6,35232","0,81488",74.0,"0,68613","0,12998","0,16061",data/raw/world_happiness_2019.csv
23,24,France,Western Europe,"6,5921","7,86139","0,90663",77.0,"0,68998","0,19634","0,40467",data/raw/world_happiness_2019.csv
24,25,Taiwan,East Asia,"6,4462","8,12358","0,88099",75.0,"0,55534","0,42716","0,21383",data/raw/world_happiness_2019.csv
25,26,Chile,Latin America and Caribbean,"6,444","6,88166","0,84301",75.0,"0,56489","0,32981","0,12394",data/raw/world_happiness_2019.csv
26,27,Guatemala,Latin America and Caribbean,"6,4362","4,75186","0,78187",71.0,"0,84722","0,30948","0,17194",data/raw/world_happiness_2019.csv
27,28,Saudi Arabia,Middle East and North Africa,"6,3747","8,33026","0,83549",72.0,"0,69496","0,14206","0,29172",data/raw/world_happiness_2019.csv
28,29,Qatar,Middle East and North Africa,"6,3745",10,"0,80871",74.0,"0,8797","0,38824","0,36785",data/raw/world_happiness_2019.csv
29,30,Spain,Western Europe,"6,3541","7,63488","0,91426",77.0,"0,57362","0,27022","0,17355",data/raw/world_happiness_2019.csv
30,31,Panama,Latin America and Caribbean,"6,3213","6,82503","0,88785",75.0,"0,8169","0,19227","0,11992",data/raw/world_happiness_2019.csv
31,32,Brazil,Latin America and Caribbean,"6,2998","5,96248","0,88621",72.0,"0,61761","0,17536","0,18922",data/raw/world_happiness_2019.csv
32,33,Uruguay,Latin America and Caribbean,"6,2933","6,6764","0,90209",74.0,"0,82773","0,22358","0,33236",data/raw/world_happiness_2019.csv
33,34,Singapore,Southeast Asia,"6,262","9,33188","0,90119",79.0,"0,88089","0,47822",1,data/raw/world_happiness_2019.csv
34,35,El Salvador,Latin America and Caribbean,"6,2531","4,71618","0,7647",72.0,"0,68144","0,16451","0,1643",data/raw/world_happiness_2019.csv
35,36,Italy,Western Europe,"6,2234","7,68618","0,91647",77.0,"0,3656","0,27917","0,06596",data/raw/world_happiness_2019.csv
36,37,Bahrain,Middle East and North Africa,"6,1994","8,08631","0,84227",74.0,"0,84863","0,45063","0,24331",data/raw/world_happiness_2019.csv
37,38,Slovakia,Central and Eastern Europe,"6,1976","7,4","0,92652",74.0,"0,5294","0,21371","0,03102",data/raw/world_happiness_2019.csv
38,39,Trinidad and Tobago,Latin America and Caribbean,"6,1919","7,30693","0,90947",71.0,"0,77533","0,32741","0,03457",data/raw/world_happiness_2019.csv
39,40,Poland,Central and Eastern Europe,"6,1817","7,16074","0,88595",74.0,"0,76476","0,20633","0,11154",data/raw/world_happiness_2019.csv
40,41,Uzbekistan,Commonwealth of Independent States,"6,1741","4,42445","0,94177",72.0,1,"0,56928","0,52985",data/raw/world_happiness_2019.csv
41,42,Lithuania,Western Europe,"6,149","7,35239","0,93325",73.0,"0,46163","0,07536","0,09236",data/raw/world_happiness_2019.csv
42,43,Colombia,Latin America and Caribbean,"6,1248","5,85077","0,86822",73.0,"0,744","0,17434","0,07539",data/raw/world_happiness_2019.csv
43,44,Slovenia,Central and Eastern Europe,"6,1177","7,46925","0,9381",75.0,"0,8933","0,25499","0,12641",data/raw/world_happiness_2019.csv
44,45,Nicaragua,Latin America and Caribbean,"6,105","4,12021","0,81577",73.0,"0,68852","0,35259","0,28139",data/raw/world_happiness_2019.csv
45,46,Kosovo,Central and Eastern Europe,"6,1","5,23937","0,75906",72.0,"0,7754","0,46305","0,01424",data/raw/world_happiness_2019.csv
46,47,Argentina,Latin America and Caribbean,"6,0863","6,48132","0,88166",74.0,"0,74557","0,1165","0,10978",data/raw/world_happiness_2019.csv
47,48,Romania,Central and Eastern Europe,"6,0697","6,89896","0,75848",73.0,"0,73214","0,14604","0,01056",data/raw/world_happiness_2019.csv
48,49,Cyprus,Western Europe,"6,0458","7,50051","0,75329",77.0,"0,64287","0,33664","0,08973",data/raw/world_happiness_2019.csv
49,50,Ecuador,Latin America and Caribbean,"6,0276","5,41414","0,80812",74.0,"0,78813","0,2231","0,19277",data/raw/world_happiness_2019.csv
50,51,Kuwait,Middle East and North Africa,"6,0207","8,90841","0,8123",73.0,"0,78065","0,25036","0,21516",data/raw/world_happiness_2019.csv
51,52,Thailand,Southeast Asia,"6,008","6,23303","0,86769",73.0,"0,88265","0,63442","0,06184",data/raw/world_happiness_2019.csv
52,53,Latvia,Western Europe,"5,9397","7,04728","0,90211",73.0,"0,41886","0,13241","0,14108",data/raw/world_happiness_2019.csv
53,54,South Korea,East Asia,"5,8947","7,72522","0,75089",77.0,"0,25236","0,30875","0,12378",data/raw/world_happiness_2019.csv
54,55,Estonia,Western Europe,"5,8935","7,34417","0,94099",74.0,"0,78441","0,18213","0,35525",data/raw/world_happiness_2019.csv
55,56,Jamaica,Latin America and Caribbean,"5,8898","4,93592","0,91008",73.0,"0,77563","0,18897","0,06239",data/raw/world_happiness_2019.csv
56,57,Mauritius,Sub-Saharan Africa,"5,8882","6,64941","0,86328",72.0,"0,78911","0,38051","0,1315",data/raw/world_happiness_2019.csv
57,58,Japan,East Asia,"5,8861","7,87667","0,87371",78.0,"0,70489","0,12169","0,30974",data/raw/world_happiness_2019.csv
58,59,Honduras,Latin America and Caribbean,"5,8604","3,81447","0,76135",73.0,"0,8034","0,4342","0,17303",data/raw/world_happiness_2019.csv
59,60,Kazakhstan,Commonwealth of Independent States,"5,8088","6,96798","0,9286",71.0,"0,64928","0,25759","0,21276",data/raw/world_happiness_2019.csv
60,61,Bolivia,Latin America and Caribbean,"5,7793","4,60595","0,74474",71.0,"0,81029","0,24135","0,14237",data/raw/world_happiness_2019.csv
61,62,Hungary,Central and Eastern Europe,"5,7583","7,13196","0,86823",73.0,"0,31589","0,14246","0,04367",data/raw/world_happiness_2019.csv
62,63,Paraguay,Latin America and Caribbean,"5,7427","5,07969","0,90866",72.0,"0,81454","0,32465","0,17726",data/raw/world_happiness_2019.csv
63,65,Peru,Latin America and Caribbean,"5,6971","5,69922","0,78446",73.0,"0,72005","0,14743","0,0605",data/raw/world_happiness_2019.csv
64,66,Portugal,Western Europe,"5,6925","7,24859","0,88123",76.0,"0,80494","0,08274","0,05515",data/raw/world_happiness_2019.csv
65,67,Pakistan,South Asia,"5,653","4,01712","0,54585",68.0,"0,49627","0,38947","0,21627",data/raw/world_happiness_2019.csv
66,68,Russia,Commonwealth of Independent States,"5,6479","7,0252","0,89451",71.0,"0,52956","0,14501","0,06817",data/raw/world_happiness_2019.csv
67,69,Philippines,Southeast Asia,"5,6314","4,79405","0,79609",70.0,"0,88426","0,20728","0,23638",data/raw/world_happiness_2019.csv
68,70,Serbia,Central and Eastern Europe,"5,603","5,96054","0,85176",73.0,"0,44733","0,24171","0,08527",data/raw/world_happiness_2019.csv
69,71,Moldova,Central and Eastern Europe,"5,5285","4,06975","0,8179",71.0,"0,38855","0,31909",0,data/raw/world_happiness_2019.csv
70,72,Libya,Middle East and North Africa,"5,5253","6,19944","0,80267",70.0,"0,6592","0,23451","0,3355",data/raw/world_happiness_2019.csv
71,73,Montenegro,Central and Eastern Europe,"5,5229","6,23809","0,83806",74.0,"0,31198","0,25141","0,17662",data/raw/world_happiness_2019.csv
72,74,Tajikistan,Commonwealth of Independent States,"5,4673","2,92809","0,67599",71.0,"0,61554","0,40597","0,31779",data/raw/world_happiness_2019.csv
73,75,Croatia,Central and Eastern Europe,"5,4318","6,8564","0,77959",75.0,"0,46916","0,21106","0,04876",data/raw/world_happiness_2019.csv
74,76,Hong Kong,East Asia,"5,4304","8,53871","0,78625",78.0,"0,69644","0,45539","0,63472",data/raw/world_happiness_2019.csv
75,77,Dominican Republic,Latin America and Caribbean,"5,4253","6,02949","0,86316",72.0,"0,78716","0,19959","0,224",data/raw/world_happiness_2019.csv
76,78,Bosnia and Herzegovina,Central and Eastern Europe,"5,3865","5,61179","0,74622",73.0,"0,33634","0,46461","0,0122",data/raw/world_happiness_2019.csv
77,79,Turkey,Middle East and North Africa,"5,3726","7,02743","0,83788",73.0,"0,30869","0,14748","0,23427",data/raw/world_happiness_2019.csv
78,80,Malaysia,Southeast Asia,"5,3388","7,24775","0,72134",73.0,"0,80502","0,45962","0,05367",data/raw/world_happiness_2019.csv
79,81,Belarus,Commonwealth of Independent States,"5,3225","6,33591","0,90256",72.0,"0,37207","0,16636","0,31278",data/raw/world_happiness_2019.csv
80,82,Greece,Middle East and North Africa,"5,2867","7,01463","0,71213",76.0,"0,10625",0,"0,07604",data/raw/world_happiness_2019.csv
81,83,Mongolia,East Asia,"5,2854","5,62809","0,94271",70.0,"0,50144","0,41571","0,08387",data/raw/world_happiness_2019.csv
82,84,Macedonia,Central and Eastern Europe,"5,2736","5,83769","0,79692",73.0,"0,5463","0,32656","0,07501",data/raw/world_happiness_2019.csv
83,85,Nigeria,Sub-Saharan Africa,"5,2646","4,1353","0,68429",62.0,"0,67486","0,38055","0,09018",data/raw/world_happiness_2019.csv
84,86,Kyrgyzstan,Commonwealth of Independent States,"5,2607","3,26924","0,88558",71.0,"0,80438","0,53031","0,05025",data/raw/world_happiness_2019.csv
85,87,Turkmenistan,Commonwealth of Independent States,"5,2467","6,24402","0,94744",70.0,"0,62493","0,43133","0,06129",data/raw/world_happiness_2019.csv
86,88,Argelia,Middle East and North Africa,"5,2113","5,94691","0,7142",72.0,"0,1355","0,12838","0,25277",data/raw/world_happiness_2019.csv
87,89,Morocco,Middle East and North Africa,"5,2081","4,75742","0,48163",72.0,"0,66156","0,06292","0,16807",data/raw/world_happiness_2019.csv
88,90,Azerbaijan,Commonwealth of Independent States,"5,2077","6,19207","0,70664",72.0,"0,55679","0,06269","0,40235",data/raw/world_happiness_2019.csv
89,91,Lebanon,Middle East and North Africa,"5,1973","5,86005","0,75397",73.0,"0,34181","0,2935","0,06047",data/raw/world_happiness_2019.csv
90,92,Indonesia,Southeast Asia,"5,1924","5,52577","0,74068",70.0,"0,77722","0,88037","0,06293",data/raw/world_happiness_2019.csv
91,93,China,East Asia,"5,1909","6,1072","0,69274",74.0,"0,82563","0,10213","0,22006",data/raw/world_happiness_2019.csv
92,94,Vietnam,Southeast Asia,"5,1753","4,39867","0,82913",73.0,"0,85989","0,26057","0,16179",data/raw/world_happiness_2019.csv
